intersection_id,timestamp,hour,day_of_week,vehicle_count,avg_speed_kmh,density,traffic_state
1,2026-01-02 14:45:00,14,Friday,49,37.7,0.82,Moderate
1,2026-01-02 15:00:00,15,Friday,54,37.3,0.9,Moderate
1,2026-01-02 15:15:00,15,Friday,75,27.7,1.25,Congested
1,2026-01-02 15:30:00,15,Friday,71,41.8,1.18,Congested
1,2026-01-02 15:45:00,15,Friday,61,40.5,1.02,Moderate
1,2026-01-02 16:00:00,16,Friday,101,22.8,1.68,Critical
1,2026-01-02 16:15:00,16,Friday,111,20.7,1.85,Critical
1,2026-01-02 16:30:00,16,Friday,95,20.2,1.58,Congested
1,2026-01-02 16:45:00,16,Friday,98,20.4,1.63,Congested
1,2026-01-02 17:00:00,17,Friday,150,5.0,2.5,Critical
1,2026-01-02 17:15:00,17,Friday,170,5.0,2.83,Critical
1,2026-01-02 17:30:00,17,Friday,155,5.0,2.58,Critical
1,2026-01-02 17:45:00,17,Friday,128,12.5,2.13,Critical
1,2026-01-02 18:00:00,18,Friday,164,5.0,2.73,Critical
1,2026-01-02 18:15:00,18,Friday,141,5.8,2.35,Critical
1,2026-01-02 18:30:00,18,Friday,164,5.0,2.73,Critical
1,2026-01-02 18:45:00,18,Friday,151,5.0,2.52,Critical
1,2026-01-02 19:00:00,19,Friday,83,31.0,1.38,Congested
1,2026-01-02 19:15:00,19,Friday,89,22.4,1.48,Congested
1,2026-01-02 19:30:00,19,Friday,97,20.1,1.62,Congested
1,2026-01-02 19:45:00,19,Friday,78,24.2,1.3,Congested
1,2026-01-02 20:00:00,20,Friday,58,36.0,0.97,Moderate
1,2026-01-02 20:15:00,20,Friday,59,32.2,0.98,Moderate
1,2026-01-02 20:30:00,20,Friday,47,41.3,0.78,Moderate
1,2026-01-02 20:45:00,20,Friday,61,35.8,1.02,Moderate
1,2026-01-02 21:00:00,21,Friday,77,30.2,1.28,Congested
1,2026-01-02 21:15:00,21,Friday,52,41.1,0.87,Moderate
1,2026-01-02 21:30:00,21,Friday,62,28.6,1.03,Moderate
1,2026-01-02 21:45:00,21,Friday,45,44.3,0.75,Moderate
1,2026-01-02 22:00:00,22,Friday,54,39.2,0.9,Moderate
1,2026-01-02 22:15:00,22,Friday,45,40.4,0.75,Moderate
1,2026-01-02 22:30:00,22,Friday,78,26.3,1.3,Congested
1,2026-01-02 22:45:00,22,Friday,78,34.4,1.3,Congested
1,2026-01-02 23:00:00,23,Friday,55,33.5,0.92,Moderate
1,2026-01-02 23:15:00,23,Friday,65,36.4,1.08,Moderate
1,2026-01-02 23:30:00,23,Friday,63,34.0,1.05,Moderate
1,2026-01-02 23:45:00,23,Friday,43,37.8,0.72,Moderate
1,2026-01-03 00:00:00,0,Saturday,15,54.6,0.25,Free Flow
1,2026-01-03 00:15:00,0,Saturday,5,59.8,0.08,Free Flow
1,2026-01-03 00:30:00,0,Saturday,17,56.5,0.28,Free Flow
1,2026-01-03 00:45:00,0,Saturday,18,52.5,0.3,Free Flow
1,2026-01-03 01:00:00,1,Saturday,11,52.3,0.18,Free Flow
1,2026-01-03 01:15:00,1,Saturday,16,56.7,0.27,Free Flow
1,2026-01-03 01:30:00,1,Saturday,10,56.0,0.17,Free Flow
1,2026-01-03 01:45:00,1,Saturday,0,65.0,0.0,Free Flow
1,2026-01-03 02:00:00,2,Saturday,21,59.5,0.35,Free Flow
1,2026-01-03 02:15:00,2,Saturday,5,59.0,0.08,Free Flow
1,2026-01-03 02:30:00,2,Saturday,19,50.0,0.32,Free Flow
1,2026-01-03 02:45:00,2,Saturday,12,61.2,0.2,Free Flow
1,2026-01-03 03:00:00,3,Saturday,19,51.6,0.32,Free Flow
1,2026-01-03 03:15:00,3,Saturday,16,56.4,0.27,Free Flow
1,2026-01-03 03:30:00,3,Saturday,12,57.0,0.2,Free Flow
1,2026-01-03 03:45:00,3,Saturday,12,56.2,0.2,Free Flow
1,2026-01-03 04:00:00,4,Saturday,18,56.1,0.3,Free Flow
1,2026-01-03 04:15:00,4,Saturday,13,56.0,0.22,Free Flow
1,2026-01-03 04:30:00,4,Saturday,1,65.6,0.02,Free Flow
1,2026-01-03 04:45:00,4,Saturday,6,51.1,0.1,Free Flow
1,2026-01-03 05:00:00,5,Saturday,0,65.7,0.0,Free Flow
1,2026-01-03 05:15:00,5,Saturday,14,58.8,0.23,Free Flow
1,2026-01-03 05:30:00,5,Saturday,7,61.4,0.12,Free Flow
1,2026-01-03 05:45:00,5,Saturday,18,56.8,0.3,Free Flow
1,2026-01-03 06:00:00,6,Saturday,67,31.5,1.12,Moderate
1,2026-01-03 06:15:00,6,Saturday,75,29.8,1.25,Congested
1,2026-01-03 06:30:00,6,Saturday,38,47.5,0.63,Free Flow
1,2026-01-03 06:45:00,6,Saturday,59,46.4,0.98,Moderate
1,2026-01-03 07:00:00,7,Saturday,139,5.0,2.32,Critical
1,2026-01-03 07:15:00,7,Saturday,163,5.0,2.72,Critical
1,2026-01-03 07:30:00,7,Saturday,157,5.0,2.62,Critical
1,2026-01-03 07:45:00,7,Saturday,165,5.0,2.75,Critical
1,2026-01-03 08:00:00,8,Saturday,129,6.0,2.15,Critical
1,2026-01-03 08:15:00,8,Saturday,154,5.0,2.57,Critical
1,2026-01-03 08:30:00,8,Saturday,156,5.0,2.6,Critical
1,2026-01-03 08:45:00,8,Saturday,176,5.0,2.93,Critical
1,2026-01-03 09:00:00,9,Saturday,86,23.6,1.43,Congested
1,2026-01-03 09:15:00,9,Saturday,83,30.6,1.38,Congested
1,2026-01-03 09:30:00,9,Saturday,91,18.2,1.52,Congested
1,2026-01-03 09:45:00,9,Saturday,86,28.2,1.43,Congested
1,2026-01-03 10:00:00,10,Saturday,94,23.4,1.57,Congested
1,2026-01-03 10:15:00,10,Saturday,83,15.7,1.38,Congested
1,2026-01-03 10:30:00,10,Saturday,100,20.3,1.67,Congested
1,2026-01-03 10:45:00,10,Saturday,104,12.3,1.73,Critical
1,2026-01-03 11:00:00,11,Saturday,47,44.8,0.78,Moderate
1,2026-01-03 11:15:00,11,Saturday,53,32.9,0.88,Moderate
1,2026-01-03 11:30:00,11,Saturday,86,19.1,1.43,Congested
1,2026-01-03 11:45:00,11,Saturday,64,35.0,1.07,Moderate
1,2026-01-03 12:00:00,12,Saturday,50,33.6,0.83,Moderate
1,2026-01-03 12:15:00,12,Saturday,55,42.5,0.92,Moderate
1,2026-01-03 12:30:00,12,Saturday,52,45.1,0.87,Moderate
1,2026-01-03 12:45:00,12,Saturday,62,38.0,1.03,Moderate
1,2026-01-03 13:00:00,13,Saturday,79,36.2,1.32,Congested
1,2026-01-03 13:15:00,13,Saturday,68,32.7,1.13,Moderate
1,2026-01-03 13:30:00,13,Saturday,46,40.7,0.77,Moderate
1,2026-01-03 13:45:00,13,Saturday,70,30.8,1.17,Moderate
1,2026-01-03 14:00:00,14,Saturday,67,24.5,1.12,Congested
1,2026-01-03 14:15:00,14,Saturday,53,33.2,0.88,Moderate
1,2026-01-03 14:30:00,14,Saturday,67,25.7,1.12,Moderate
1,2026-01-03 14:45:00,14,Saturday,80,29.8,1.33,Congested
1,2026-01-03 15:00:00,15,Saturday,69,32.6,1.15,Moderate
1,2026-01-03 15:15:00,15,Saturday,68,28.6,1.13,Moderate
1,2026-01-03 15:30:00,15,Saturday,56,34.7,0.93,Moderate
1,2026-01-03 15:45:00,15,Saturday,69,35.9,1.15,Moderate
1,2026-01-03 16:00:00,16,Saturday,98,23.8,1.63,Congested
1,2026-01-03 16:15:00,16,Saturday,86,30.0,1.43,Congested
1,2026-01-03 16:30:00,16,Saturday,79,32.5,1.32,Congested
1,2026-01-03 16:45:00,16,Saturday,103,17.4,1.72,Critical
1,2026-01-03 17:00:00,17,Saturday,138,5.0,2.3,Critical
1,2026-01-03 17:15:00,17,Saturday,166,5.0,2.77,Critical
1,2026-01-03 17:30:00,17,Saturday,158,5.0,2.63,Critical
1,2026-01-03 17:45:00,17,Saturday,153,5.0,2.55,Critical
1,2026-01-03 18:00:00,18,Saturday,152,5.0,2.53,Critical
1,2026-01-03 18:15:00,18,Saturday,174,5.0,2.9,Critical
1,2026-01-03 18:30:00,18,Saturday,172,5.0,2.87,Critical
1,2026-01-03 18:45:00,18,Saturday,149,5.0,2.48,Critical
1,2026-01-03 19:00:00,19,Saturday,89,25.7,1.48,Congested
1,2026-01-03 19:15:00,19,Saturday,79,24.8,1.32,Congested
1,2026-01-03 19:30:00,19,Saturday,101,14.3,1.68,Critical
1,2026-01-03 19:45:00,19,Saturday,98,21.8,1.63,Congested
1,2026-01-03 20:00:00,20,Saturday,56,43.4,0.93,Moderate
1,2026-01-03 20:15:00,20,Saturday,57,36.3,0.95,Moderate
1,2026-01-03 20:30:00,20,Saturday,47,46.0,0.78,Moderate
1,2026-01-03 20:45:00,20,Saturday,76,35.6,1.27,Congested
1,2026-01-03 21:00:00,21,Saturday,76,29.1,1.27,Congested
1,2026-01-03 21:15:00,21,Saturday,41,43.1,0.68,Moderate
1,2026-01-03 21:30:00,21,Saturday,63,33.7,1.05,Moderate
1,2026-01-03 21:45:00,21,Saturday,68,42.0,1.13,Moderate
1,2026-01-03 22:00:00,22,Saturday,51,32.5,0.85,Moderate
1,2026-01-03 22:15:00,22,Saturday,62,44.4,1.03,Moderate
1,2026-01-03 22:30:00,22,Saturday,47,38.6,0.78,Moderate
1,2026-01-03 22:45:00,22,Saturday,70,39.8,1.17,Moderate
1,2026-01-03 23:00:00,23,Saturday,55,40.8,0.92,Moderate
1,2026-01-03 23:15:00,23,Saturday,67,33.2,1.12,Moderate
1,2026-01-03 23:30:00,23,Saturday,79,32.5,1.32,Congested
1,2026-01-03 23:45:00,23,Saturday,46,42.1,0.77,Moderate
1,2026-01-04 00:00:00,0,Sunday,2,58.1,0.03,Free Flow
1,2026-01-04 00:15:00,0,Sunday,3,61.3,0.05,Free Flow
1,2026-01-04 00:30:00,0,Sunday,13,53.4,0.22,Free Flow
1,2026-01-04 00:45:00,0,Sunday,14,51.7,0.23,Free Flow
1,2026-01-04 01:00:00,1,Sunday,18,58.0,0.3,Free Flow
1,2026-01-04 01:15:00,1,Sunday,5,69.0,0.08,Free Flow
1,2026-01-04 01:30:00,1,Sunday,3,64.0,0.05,Free Flow
1,2026-01-04 01:45:00,1,Sunday,17,54.5,0.28,Free Flow
1,2026-01-04 02:00:00,2,Sunday,18,56.1,0.3,Free Flow
1,2026-01-04 02:15:00,2,Sunday,16,52.8,0.27,Free Flow
1,2026-01-04 02:30:00,2,Sunday,11,55.5,0.18,Free Flow
1,2026-01-04 02:45:00,2,Sunday,3,54.1,0.05,Free Flow
1,2026-01-04 03:00:00,3,Sunday,16,51.4,0.27,Free Flow
1,2026-01-04 03:15:00,3,Sunday,9,50.3,0.15,Free Flow
1,2026-01-04 03:30:00,3,Sunday,8,48.5,0.13,Free Flow
1,2026-01-04 03:45:00,3,Sunday,14,53.9,0.23,Free Flow
1,2026-01-04 04:00:00,4,Sunday,11,58.6,0.18,Free Flow
1,2026-01-04 04:15:00,4,Sunday,14,53.4,0.23,Free Flow
1,2026-01-04 04:30:00,4,Sunday,5,54.5,0.08,Free Flow
1,2026-01-04 04:45:00,4,Sunday,10,49.9,0.17,Free Flow
1,2026-01-04 05:00:00,5,Sunday,18,56.5,0.3,Free Flow
1,2026-01-04 05:15:00,5,Sunday,15,51.4,0.25,Free Flow
1,2026-01-04 05:30:00,5,Sunday,18,50.8,0.3,Free Flow
1,2026-01-04 05:45:00,5,Sunday,6,55.6,0.1,Free Flow
1,2026-01-04 06:00:00,6,Sunday,50,44.8,0.83,Moderate
1,2026-01-04 06:15:00,6,Sunday,65,35.9,1.08,Moderate
1,2026-01-04 06:30:00,6,Sunday,62,28.4,1.03,Moderate
1,2026-01-04 06:45:00,6,Sunday,71,28.9,1.18,Congested
1,2026-01-04 07:00:00,7,Sunday,161,5.0,2.68,Critical
1,2026-01-04 07:15:00,7,Sunday,144,5.0,2.4,Critical
1,2026-01-04 07:30:00,7,Sunday,132,6.4,2.2,Critical
1,2026-01-04 07:45:00,7,Sunday,156,5.0,2.6,Critical
1,2026-01-04 08:00:00,8,Sunday,126,10.0,2.1,Critical
1,2026-01-04 08:15:00,8,Sunday,156,5.0,2.6,Critical
1,2026-01-04 08:30:00,8,Sunday,156,5.7,2.6,Critical
1,2026-01-04 08:45:00,8,Sunday,168,5.0,2.8,Critical
1,2026-01-04 09:00:00,9,Sunday,98,18.9,1.63,Congested
1,2026-01-04 09:15:00,9,Sunday,79,25.4,1.32,Congested
1,2026-01-04 09:30:00,9,Sunday,104,15.9,1.73,Critical
1,2026-01-04 09:45:00,9,Sunday,90,23.6,1.5,Congested
1,2026-01-04 10:00:00,10,Sunday,78,31.4,1.3,Congested
1,2026-01-04 10:15:00,10,Sunday,98,24.2,1.63,Congested
1,2026-01-04 10:30:00,10,Sunday,84,24.0,1.4,Congested
1,2026-01-04 10:45:00,10,Sunday,92,19.7,1.53,Congested
1,2026-01-04 11:00:00,11,Sunday,45,42.8,0.75,Moderate
1,2026-01-04 11:15:00,11,Sunday,54,37.1,0.9,Moderate
1,2026-01-04 11:30:00,11,Sunday,64,32.8,1.07,Moderate
1,2026-01-04 11:45:00,11,Sunday,65,36.0,1.08,Moderate
1,2026-01-04 12:00:00,12,Sunday,72,35.1,1.2,Congested
1,2026-01-04 12:15:00,12,Sunday,57,44.8,0.95,Moderate
1,2026-01-04 12:30:00,12,Sunday,56,43.1,0.93,Moderate
1,2026-01-04 12:45:00,12,Sunday,46,46.1,0.77,Moderate
1,2026-01-04 13:00:00,13,Sunday,69,27.5,1.15,Moderate
1,2026-01-04 13:15:00,13,Sunday,80,28.4,1.33,Congested
1,2026-01-04 13:30:00,13,Sunday,57,39.5,0.95,Moderate
1,2026-01-04 13:45:00,13,Sunday,55,39.0,0.92,Moderate
1,2026-01-04 14:00:00,14,Sunday,62,32.9,1.03,Moderate
1,2026-01-04 14:15:00,14,Sunday,60,39.4,1.0,Moderate
1,2026-01-04 14:30:00,14,Sunday,54,41.2,0.9,Moderate
1,2026-01-04 14:45:00,14,Sunday,75,23.4,1.25,Congested
1,2026-01-04 15:00:00,15,Sunday,50,35.3,0.83,Moderate
1,2026-01-04 15:15:00,15,Sunday,64,33.4,1.07,Moderate
1,2026-01-04 15:30:00,15,Sunday,73,25.4,1.22,Congested
1,2026-01-04 15:45:00,15,Sunday,54,44.4,0.9,Moderate
1,2026-01-04 16:00:00,16,Sunday,79,29.7,1.32,Congested
1,2026-01-04 16:15:00,16,Sunday,78,33.4,1.3,Congested
1,2026-01-04 16:30:00,16,Sunday,96,21.4,1.6,Congested
1,2026-01-04 16:45:00,16,Sunday,94,20.9,1.57,Congested
1,2026-01-04 17:00:00,17,Sunday,152,5.0,2.53,Critical
1,2026-01-04 17:15:00,17,Sunday,173,5.0,2.88,Critical
1,2026-01-04 17:30:00,17,Sunday,160,5.0,2.67,Critical
1,2026-01-04 17:45:00,17,Sunday,146,5.0,2.43,Critical
1,2026-01-04 18:00:00,18,Sunday,168,5.0,2.8,Critical
1,2026-01-04 18:15:00,18,Sunday,129,12.7,2.15,Critical
1,2026-01-04 18:30:00,18,Sunday,147,5.0,2.45,Critical
1,2026-01-04 18:45:00,18,Sunday,131,8.1,2.18,Critical
1,2026-01-04 19:00:00,19,Sunday,85,29.5,1.42,Congested
1,2026-01-04 19:15:00,19,Sunday,87,28.6,1.45,Congested
1,2026-01-04 19:30:00,19,Sunday,103,20.9,1.72,Critical
1,2026-01-04 19:45:00,19,Sunday,97,30.9,1.62,Congested
1,2026-01-04 20:00:00,20,Sunday,76,34.3,1.27,Congested
1,2026-01-04 20:15:00,20,Sunday,66,33.5,1.1,Moderate
1,2026-01-04 20:30:00,20,Sunday,59,34.6,0.98,Moderate
1,2026-01-04 20:45:00,20,Sunday,62,43.9,1.03,Moderate
1,2026-01-04 21:00:00,21,Sunday,62,27.1,1.03,Moderate
1,2026-01-04 21:15:00,21,Sunday,67,37.4,1.12,Moderate
1,2026-01-04 21:30:00,21,Sunday,41,48.4,0.68,Moderate
1,2026-01-04 21:45:00,21,Sunday,57,37.1,0.95,Moderate
1,2026-01-04 22:00:00,22,Sunday,56,32.0,0.93,Moderate
1,2026-01-04 22:15:00,22,Sunday,50,41.4,0.83,Moderate
1,2026-01-04 22:30:00,22,Sunday,79,27.3,1.32,Congested
1,2026-01-04 22:45:00,22,Sunday,69,35.5,1.15,Moderate
